temperature,vibration,pressure,rpm,failure,remaining_life
74.96714153011233,0.0257624031797729,26.60752634756389,1456.9730350623213,0,56
68.61735698828815,0.0254658589161614,28.472502684731737,1490.2032288779071,0,45
76.47688538100692,0.0120435682736998,27.013094694774285,1519.2884635762746,0,59
85.23029856408026,0.0266990980829856,30.5520902347306,1784.058438493854,1,5
67.65846625276664,0.0373282908182174,35.98589265730956,1275.834807453977,0,57
67.6586304305082,0.017257678809232,26.144789214293976,1246.095902546202,0,96
85.79212815507391,0.0404848265105059,35.00410248884207,1870.9859226428923,1,7
77.67434729152909,0.0348777482108433,26.09163963826556,1361.2065774356106,0,41
65.30525614065049,0.0226576667802896,25.761863937515574,1121.08939392688,0,35
75.42560043585965,0.0285847036266215,34.09297309171607,1354.461017370039,0,47
65.36582307187538,0.0459832180764103,34.60968189003808,1400.9841794267998,0,54
65.34270246429743,0.0373354781350586,34.25704968381327,1966.4888183177293,0,79
72.41962271566034,0.0300878365489814,23.42101295890929,1777.4478637130212,0,64
50.86719755342202,0.0276231668303901,27.670245109639747,1844.2561849896729,0,65
52.75082167486967,0.0307660907045165,34.114942960016606,1745.9920927040357,0,91
64.37712470759027,0.0248823644205769,30.207709202819476,1783.873101484594,0,74
59.87168879665576,0.0089525049428098,24.63153576901268,1293.5753620259045,0,45
73.14247332595274,0.0504217791053473,32.29158969562721,1440.419353393955,1,6
60.91975924478789,0.031553249991994,26.425963705042648,1203.025406092935,0,84
55.87696298664709,0.0339814726512253,38.97262424196106,1436.85359083889,0,25
84.65648768921554,0.0294209225012309,37.724207312091295,1705.2314972804222,0,42
67.74223699513465,0.0226488319927541,33.020487131777834,1540.374985443674,0,83
70.67528204687923,0.0281407551905122,36.80503352384887,1893.4442456880888,0,62
55.75251813786544,0.0140060523780568,30.323956750616905,1157.5752623318342,0,42
64.55617275474818,0.052770864980533,33.82718747187508,1650.071505209472,1,3
71.10922589709867,0.017654880015776,37.38860147651037,1125.5091594392045,0,96
58.490064225776976,0.0196803371615282,31.227493408971565,1528.2529407520926,0,37
73.75698018345672,0.0255974079561359,28.72406414242858,1722.1000267669438,0,98
63.99361310081195,0.0428807572485237,21.476890209114423,1435.6492299527342,0,40
67.08306250206724,0.0301450899926265,29.58433237139253,1665.3379812260869,0,76
63.98293387770603,0.0176386420396953,34.11711592281156,1212.08029955012,0,42
88.52278184508938,0.0425433836075734,34.72816713783815,1000.8930065410852,1,7
69.86502775262066,0.0373100062678548,32.52182532859205,1667.1088867463409,0,63
59.422890710441,0.0353843495721645,27.2935045251888,2023.20307022272,1,9
78.22544912103189,0.0371573424117084,20.11589215526205,1201.1865179490323,0,59
57.791563500289776,0.0539436190058245,27.523924509976325,1866.6582540320387,1,2
72.08863595004756,0.0518509489503611,28.478275644730243,1513.0270226449234,1,4
50.40329876120224,0.023132846569967,28.43535516404993,1099.2925434920771,0,26
56.71813951101569,0.0462388499281115,33.092781784889624,1160.5484095943511,0,69
71.96861235869123,0.033831681897589,39.9283820550742,1504.735432008195,0,67
77.3846657999541,0.0349909581613774,30.617646009205465,1378.6613136227688,0,25
71.7136828118997,0.0130772916835667,28.916341054217693,1106.1261069725283,0,28
68.8435171761176,0.028296142346118,28.703890934979537,991.7882156323784,0,76
66.98896304410711,0.0218717640966343,30.62192383453857,1245.9842016220482,0,50
55.214780096325725,0.038280588148933,25.858531198258007,1558.1427024993354,0,40
62.801557916052914,0.040710805004028,30.600992793730278,1498.079774219059,0,59
65.39361229040213,0.0092551364898368,32.254061681659,1349.6286127499766,0,64
80.57122226218915,0.0297796513599572,31.04843031787244,1560.5661582874448,0,96
73.43618289568461,0.0412186150479425,32.28770967002391,1812.0080159588065,0,68
52.36959844637266,0.0281332103768655,32.168738046742675,1618.2379531302445,0,39
73.24083969394795,0.0372906364500236,21.14051658876778,1463.6073985831258,0,36
66.14917719583684,0.0335116546762708,33.18435079197702,1778.4216019982066,0,47
63.23077999694041,0.0334166023195262,26.64492577168773,1212.0449093351117,0,60
76.11676288840867,0.027286850219317,24.52080418498021,1432.5241381333944,0,85
80.30999522495951,0.0178341919586429,24.47774086072502,1439.6736193198897,0,44
79.31280119116198,0.0187846985257497,32.16770805236265,1128.9140224671464,0,77
61.607824767773614,0.0370935251445531,28.887125363875736,1374.0377513146927,0,60
66.90787624148786,0.0301945825551888,21.590156080072944,877.5120957314091,0,25
73.31263431403563,0.0286148775539277,32.390189075961416,2073.653414298886,1,4
79.75545127122359,0.0257610995767764,22.801959346005862,1218.775863469106,0,57
65.2082576215471,0.0269481115451924,30.699106792591053,1975.8342394263937,0,25
68.14341023336183,0.0404691179448813,31.19249462836527,1511.4253517158477,0,64
58.93665025993972,0.0266475591813197,34.42788540847523,1669.4592396467876,0,94
58.037933759193294,0.0165893528669843,38.90842393233426,1353.3600604947203,0,33
78.12525822394198,0.0374365177554017,23.17661837049729,1562.3789075885022,0,85
83.56240028570824,0.0279512333613528,29.737630719684752,1695.1468919965307,0,59
69.27989878419666,0.0303139586553277,28.618323524778912,1699.3657243182547,0,22
80.03532897892023,0.0460757830639951,32.16874842980481,1732.4320170223073,0,43
73.61636025047635,0.0297943944264949,31.07834385466809,1389.5001869882472,0,38
63.54880245394876,0.0328918367311872,28.2372687863169,1355.8920982525935,0,37
73.61395605508415,0.0182107650870167,27.795489056945723,1021.7471024197188,0,83
85.38036566465969,0.0278033054764903,24.41774572407976,1656.965703353081,1,7
69.64173960890048,0.036095260452086,34.93930791203255,1824.7136133970328,0,81
85.64643655814007,0.0144462626615875,32.296020907997644,1984.794503975379,1,8
43.80254895910255,0.0320084509311571,34.58884098897569,1591.5517903741522,0,44
78.21902504375224,0.031007910726448,28.448019317622432,1270.0560681274292,0,64
70.87047068238171,0.0304128745558743,26.71582265652785,990.8711570131634,0,68
67.00992649534132,0.0403715889865824,24.60842466685386,1812.500019925005,0,35
70.91760776535503,0.0333443851484852,31.794587918703296,961.1170299667392,0,38
50.12431085399108,0.0447807189835644,24.801033877358822,1397.81877667687,0,42
67.80328112162488,0.0200641048440596,39.24331534483275,1432.7079516169065,0,44
73.57112571511746,0.0313592456721834,23.4617870945328,1479.1634586446942,0,35
84.77894044741517,0.0308446678638994,31.36830059606251,1510.740780010752,0,73
64.81729781726352,0.0193074550624492,37.834273536068935,1541.4442669102723,0,92
61.91506397106812,0.0395629500209134,32.995448796319046,775.3910213764411,0,20
64.98242956415463,0.0532467330585281,30.878368562458892,1504.396772961038,1,9
79.15402117702074,0.0298299392551616,25.15758176519052,831.1273277664368,0,38
73.28751109659684,0.0350502108827376,23.09115405716148,1719.6654219272984,0,53
64.70239796232961,0.0308451847581532,33.85025054458793,1333.4624532589164,0,99
75.13267433113356,0.0228641533009282,37.53073620387473,852.8889824329949,0,74
70.9707754934804,0.0117923972219798,27.80575004760914,1255.7385967843873,0,37
79.68644990532889,0.0229422651690463,24.304692461918243,1328.9773982446038,0,53
62.97946906122648,0.0160804161904826,17.709152847254906,1857.2098852665013,0,64
66.72337853402232,0.0470410207805911,25.09617578168731,1558.9913225250734,0,25
66.07891846867842,0.0288489030607676,29.4317157875048,1603.333483305174,0,40
55.364850518678814,0.0265408067095282,37.99561620418367,1854.3664902661803,0,89
72.96120277064576,0.038891538247878,33.365668461164844,1471.1567136226531,0,67
72.6105527217989,0.0187824889714411,31.52542702353377,1726.256388309721,0,58
70.05113456642461,0.0223313596199544,27.999401693494345,1705.1583341795977,0,50
67.65412866624852,0.0306807226924862,27.08417141372022,1114.0591519291763,0,29
55.84629257949586,0.0402876899142348,37.02823798753982,1941.8950732889489,0,49
65.79354677234642,0.0350168504516878,31.00369270379195,1073.9094659787916,0,37
66.57285483473231,0.0324832514251588,19.48699654039489,1775.2099948433545,0,79
