temperature,vibration,pressure,rpm,failure
74.96714153011233,0.025762403179772967,26.60752634756389,1456.9730350623213,0
68.61735698828815,0.02546585891616146,28.472502684731737,1490.2032288779071,0
76.47688538100692,0.012043568273699849,27.013094694774285,1519.2884635762746,0
85.23029856408026,0.026699098082985626,30.5520902347306,1784.058438493854,1
67.65846625276664,0.03732829081821745,35.98589265730956,1275.834807453977,0
67.6586304305082,0.017257678809232048,26.144789214293976,1246.095902546202,0
85.79212815507391,0.040484826510505924,35.00410248884207,1870.9859226428925,1
77.67434729152909,0.034877748210843385,26.091639638265562,1361.2065774356106,0
65.30525614065049,0.02265766678028962,25.761863937515578,1121.0893939268801,0
75.42560043585965,0.028584703626621525,34.09297309171607,1354.461017370039,0
65.36582307187538,0.04598321807641033,34.60968189003808,1400.9841794267998,0
65.34270246429743,0.03733547813505866,34.25704968381327,1966.4888183177295,0
72.41962271566034,0.030087836548981478,23.421012958909294,1777.4478637130212,0
50.86719755342202,0.027623166830390157,27.670245109639747,1844.2561849896726,0
52.75082167486967,0.030766090704516594,34.114942960016606,1745.9920927040357,0
64.37712470759027,0.024882364420576966,30.207709202819473,1783.8731014845941,0
59.87168879665576,0.008952504942809851,24.63153576901268,1293.5753620259045,0
73.14247332595274,0.05042177910534731,32.29158969562721,1440.4193533939547,1
60.91975924478789,0.03155324999199401,26.425963705042648,1203.0254060929353,0
55.87696298664709,0.03398147265122537,38.97262424196106,1436.8535908388899,0
84.65648768921554,0.029420922501230913,37.724207312091295,1705.2314972804222,0
67.74223699513465,0.02264883199275412,33.020487131777834,1540.374985443674,0
70.67528204687923,0.02814075519051229,36.80503352384887,1893.4442456880886,0
55.75251813786544,0.014006052378056886,30.323956750616905,1157.5752623318342,0
64.55617275474818,0.052770864980533044,33.82718747187508,1650.071505209472,1
71.10922589709867,0.017654880015776038,37.388601476510374,1125.5091594392045,0
58.490064225776976,0.019680337161528203,31.227493408971565,1528.2529407520926,0
73.75698018345672,0.025597407956135992,28.72406414242858,1722.1000267669438,0
63.99361310081195,0.042880757248523776,21.476890209114423,1435.6492299527342,0
67.08306250206724,0.03014508999262654,29.58433237139253,1665.3379812260869,0
63.98293387770603,0.017638642039695375,34.11711592281156,1212.08029955012,0
88.52278184508938,0.0425433836075734,34.72816713783815,1000.8930065410851,1
69.86502775262066,0.037310006267854814,32.52182532859205,1667.1088867463409,0
59.422890710440996,0.03538434957216452,27.2935045251888,2023.2030702227198,1
78.22544912103189,0.0371573424117084,20.115892155262046,1201.1865179490323,0
57.791563500289776,0.053943619005824506,27.523924509976325,1866.6582540320387,1
72.08863595004756,0.05185094895036112,28.478275644730243,1513.0270226449234,1
50.403298761202244,0.023132846569967044,28.43535516404993,1099.2925434920771,0
56.71813951101569,0.046238849928111524,33.092781784889624,1160.5484095943511,0
71.96861235869123,0.033831681897589005,39.928382055074195,1504.735432008195,0
77.3846657999541,0.03499095816137749,30.617646009205465,1378.6613136227688,0
71.7136828118997,0.013077291683566711,28.916341054217693,1106.1261069725283,0
68.8435171761176,0.02829614234611804,28.703890934979537,991.7882156323785,0
66.98896304410711,0.021871764096634348,30.62192383453857,1245.9842016220482,0
55.214780096325725,0.03828058814893309,25.858531198258007,1558.1427024993354,0
62.801557916052914,0.04071080500402805,30.600992793730274,1498.0797742190587,0
65.39361229040213,0.009255136489836883,32.254061681658996,1349.6286127499766,0
80.57122226218915,0.029779651359957294,31.04843031787244,1560.5661582874448,0
73.43618289568461,0.041218615047942525,32.28770967002391,1812.0080159588063,0
52.36959844637266,0.028133210376865548,32.168738046742675,1618.2379531302445,0
73.24083969394795,0.037290636450023645,21.14051658876778,1463.6073985831258,0
66.14917719583684,0.03351165467627084,33.18435079197702,1778.4216019982066,0
63.23077999694041,0.03341660231952626,26.64492577168773,1212.0449093351115,0
76.11676288840867,0.027286850219317024,24.52080418498021,1432.5241381333944,0
80.30999522495951,0.0178341919586429,24.47774086072502,1439.6736193198897,0
79.31280119116198,0.018784698525749724,32.16770805236265,1128.9140224671464,0
61.607824767773614,0.03709352514455317,28.887125363875736,1374.0377513146927,0
66.90787624148786,0.03019458255518883,21.590156080072944,877.5120957314091,0
73.31263431403563,0.02861487755392775,32.390189075961416,2073.653414298886,1
79.75545127122359,0.025761099576776473,22.801959346005862,1218.775863469106,0
65.2082576215471,0.02694811154519248,30.699106792591053,1975.8342394263937,0
68.14341023336183,0.040469117944881394,31.19249462836527,1511.4253517158477,0
58.93665025993972,0.02664755918131973,34.42788540847523,1669.4592396467876,0
